YEAR,WEEK,PTPM_CON,HRA2_AUT_60_MEAN,HRA2_AUT_60_AMAX,HRA2_AUT_60_AMIN,TA2_AUT_60_MEAN,TA2_AUT_60_AMAX,TA2_AUT_60_AMIN,NINO1+2,ANOM,NINO3,ANOM.1,NINO4,ANOM.2,NINO3.4,ANOM.3,CONFIRMED_CASES,ALL_CASES
2017,26,28.7,75.97916666666667,96.0,48.0,24.510416666666664,32.6,19.6,22.568571428571428,0.05142857142857143,26.478571428571428,0.27999999999999997,29.33857142857143,0.5071428571428571,28.024285714285718,0.5042857142857143,11.0,69.0
2017,27,0.6,71.69132653061224,98.0,49.0,25.597755102040814,32.6,19.4,21.539999999999996,-0.07,25.849999999999998,0.23,29.210000000000004,0.39999999999999997,27.610000000000007,0.39000000000000007,6.0,75.0
2017,28,0.0,66.04582924703062,95.0,36.0,25.41609213250518,33.8,18.0,21.539999999999996,-0.07,25.849999999999998,0.23,29.210000000000004,0.39999999999999997,27.610000000000007,0.39000000000000007,13.0,81.0
2017,29,3.3,69.50833333333334,95.0,49.0,25.773375850340134,32.8,18.8,21.539999999999996,-0.07,25.849999999999998,0.23,29.210000000000004,0.39999999999999997,27.610000000000007,0.39000000000000007,11.0,63.0
2017,30,0.0,66.85884353741497,91.0,36.0,25.624234693877554,33.1,19.9,21.539999999999996,-0.07,25.849999999999998,0.23,29.210000000000004,0.39999999999999997,27.610000000000007,0.39000000000000007,11.0,83.0
2017,31,3.4,67.39709203839638,93.0,34.0,25.071317993600598,34.8,17.3,20.382857142857144,-0.39571428571428574,24.967142857142854,-0.11285714285714288,28.91857142857143,0.21999999999999997,26.804285714285722,-0.07285714285714286,6.0,61.0
2017,32,6.5,67.90240429505135,95.0,41.0,26.11620481525944,34.0,19.5,20.19,-0.45000000000000007,24.819999999999997,-0.16999999999999998,28.87,0.18999999999999997,26.67000000000001,-0.15,6.0,64.0
2017,33,18.1,67.73412698412699,95.0,42.0,25.691269841269843,33.2,19.3,20.19,-0.45000000000000007,24.819999999999997,-0.16999999999999998,28.87,0.18999999999999997,26.67000000000001,-0.15,17.0,61.0
2017,34,3.0,68.83954451345755,95.0,44.0,25.29697204968944,32.1,19.3,20.19,-0.45000000000000007,24.819999999999997,-0.16999999999999998,28.87,0.18999999999999997,26.67000000000001,-0.15,7.0,65.0
2017,35,0.0,66.35119047619048,93.0,32.0,25.589285714285705,35.5,17.5,19.967142857142857,-0.5442857142857143,24.541428571428575,-0.3885714285714286,28.792857142857144,0.10857142857142857,26.507142857142856,-0.26999999999999996,9.0,59.0
2017,36,50.099999999999994,71.0297619047619,96.0,41.0,25.053571428571423,33.4,18.7,19.669999999999998,-0.67,24.169999999999998,-0.6799999999999999,28.69,0.0,26.289999999999996,-0.43000000000000005,11.0,69.0
2017,37,36.3,71.0952380952381,97.0,48.0,25.564285714285717,32.7,19.2,19.669999999999998,-0.67,24.169999999999998,-0.6799999999999999,28.69,0.0,26.289999999999996,-0.43000000000000005,6.0,71.0
2017,38,95.9,71.32738095238095,98.0,39.0,25.71666666666667,33.7,19.7,19.669999999999998,-0.67,24.169999999999998,-0.6799999999999999,28.69,0.0,26.289999999999996,-0.43000000000000005,11.0,53.0
2017,39,14.8,74.57738095238095,97.0,49.0,24.646428571428572,32.1,19.4,19.638571428571428,-0.7657142857142858,24.185714285714287,-0.6742857142857143,28.670000000000005,-0.015714285714285715,26.281428571428567,-0.4342857142857143,12.0,71.0
2017,40,13.1,75.68452380952382,97.0,50.0,24.07857142857143,32.2,18.6,19.45,-1.34,24.28,-0.64,28.550000000000004,-0.11,26.229999999999997,-0.46,7.0,68.0
2017,41,0.0,74.32142857142857,94.0,53.0,24.510119047619046,31.4,18.3,19.45,-1.34,24.28,-0.64,28.550000000000004,-0.11,26.229999999999997,-0.46,8.0,67.0
2017,42,25.0,72.41071428571428,96.0,50.0,25.732142857142854,32.9,20.0,19.45,-1.34,24.28,-0.64,28.550000000000004,-0.11,26.229999999999997,-0.46,4.0,81.0
2017,43,56.699999999999996,82.3452380952381,98.0,49.0,22.702380952380956,31.1,17.8,19.45,-1.34,24.28,-0.64,28.550000000000004,-0.11,26.229999999999997,-0.46,8.0,64.0
